"pathway","source","size","FAC_vs_Cont:
p-value","FAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","FAC_vs_Cont:
Normalized enrichment score","LiproxposFAC_vs_Cont:
p-value","LiproxposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","LiproxposFAC_vs_Cont:
Normalized enrichment score","MTposFAC_vs_Cont:
p-value","MTposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","MTposFAC_vs_Cont:
Normalized enrichment score"
"GOBP_COLLATERAL_SPROUTING_IN_ABSENCE_OF_INJURY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COLLECTING_DUCT_DEVELOPMENT","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT","GOBP",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION","GOBP",92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_MATURATION","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COMMA_SHAPED_BODY_MORPHOGENESIS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COMMISSURAL_NEURON_AXON_GUIDANCE","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COMMON_BILE_DUCT_DEVELOPMENT","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COMMON_MYELOID_PROGENITOR_CELL_PROLIFERATION","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COMMON_PARTNER_SMAD_PROTEIN_PHOSPHORYLATION","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COMPARTMENT_PATTERN_SPECIFICATION","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COMPLEMENT_ACTIVATION","GOBP",125,0.46917109024091463,0.8595684083689342,-1.0255554187064686,0.6295873740254802,0.7794831478793743,0.874749169598001,0.8084223013048636,0.8931155160456185,0.7179029605878836
"GOBP_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY","GOBP",18,0.2729632587859425,0.8595684083689342,1.1758207580935076,0.7157190635451505,0.8579088261014539,-0.8548684418463066,0.6730807777109641,0.8798256799207729,-0.8829396221754282
"GOBP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COMPLEMENT_DEPENDENT_CYTOTOXICITY","GOBP",14,0.7798073063026897,0.8595684083689342,-0.8174544394837041,0.2558955369323719,0.41907991620737506,1.160175092105726,0.24353577871316898,0.6297434888468065,1.169560652381099
"GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT","GOBP",261,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONNECTIVE_TISSUE_REPLACEMENT","GOBP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONNECTIVE_TISSUE_REPLACEMENT_INVOLVED_IN_INFLAMMATORY_RESPONSE_WOUND_HEALING","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONSTITUTIVE_HETEROCHROMATIN_ASSEMBLY","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONSTITUTIVE_SECRETORY_PATHWAY","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONVERGENT_EXTENSION","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_GASTRULATION","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_ORGANOGENESIS","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COP9_SIGNALOSOME_ASSEMBLY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COPI_COATED_VESICLE_BUDDING","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COPII_COATED_VESICLE_BUDDING","GOBP",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COPII_COATED_VESICLE_CARGO_LOADING","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COPPER_ION_HOMEOSTASIS","GOBP",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COPPER_ION_IMPORT","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COPPER_ION_TRANSMEMBRANE_TRANSPORT","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COPPER_ION_TRANSPORT","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COPULATION","GOBP",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORNEA_DEVELOPMENT_IN_CAMERA_TYPE_EYE","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORNIFICATION","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORONARY_ARTERY_MORPHOGENESIS","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORONARY_VASCULATURE_DEVELOPMENT","GOBP",48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORONARY_VASCULATURE_MORPHOGENESIS","GOBP",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORPUS_CALLOSUM_DEVELOPMENT","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORPUS_CALLOSUM_MORPHOGENESIS","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION","GOBP",40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION","GOBP",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTICOSPINAL_TRACT_MORPHOGENESIS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTICOSTEROID_HORMONE_SECRETION","GOBP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTICOTROPIN_SECRETION","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTISOL_BIOSYNTHETIC_PROCESS","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTISOL_METABOLIC_PROCESS","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CORTISOL_SECRETION","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","GOBP",29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRANIAL_GANGLION_DEVELOPMENT","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRANIAL_NERVE_DEVELOPMENT","GOBP",54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRANIAL_NERVE_FORMATION","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRANIAL_NERVE_MORPHOGENESIS","GOBP",29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRANIAL_NERVE_STRUCTURAL_ORGANIZATION","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT","GOBP",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRANIAL_SUTURE_MORPHOGENESIS","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRANIOFACIAL_SUTURE_MORPHOGENESIS","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRD_MEDIATED_MRNA_STABILIZATION","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CRISTAE_FORMATION","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYCLIC_GMP_AMP_TRANSMEMBRANE_IMPORT_ACROSS_PLASMA_MEMBRANE","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","GOBP",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING","GOBP",80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS","GOBP",39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYCLOOXYGENASE_PATHWAY","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYSTEINE_CATABOLIC_PROCESS","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYSTEINE_METABOLIC_PROCESS","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTIDINE_METABOLIC_PROCESS","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTIDINE_TO_URIDINE_EDITING","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOCHROME_COMPLEX_ASSEMBLY","GOBP",36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY","GOBP",485,0.4828685258964143,0.8595684083689342,1.0117902746924874,0.011494252873563218,0.21876158694846123,-1.327319515653706,0.09694793536804308,0.6297434888468065,-1.271837881196643
"GOBP_CYTOKINE_PRODUCTION","GOBP",828,0.9055599369085173,0.9259625004783799,0.6086152233343669,0.30106183635227984,0.47877758341737225,-1.1715129825958468,0.6691191091668324,0.8798256799207729,-0.851726255130948
"GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP",101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP",75,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"GOBP_CYTOKINESIS","GOBP",174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOKINETIC_PROCESS","GOBP",39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOLYSIS","GOBP",24,0.6344344344344345,0.8595684083689342,-0.9225540831952934,0.7424300498275201,0.8579088261014539,0.8257788441134156,0.8123872519542995,0.8931155160456185,-0.7352460162008788
"GOBP_CYTOLYSIS_BY_HOST_OF_SYMBIONT_CELLS","GOBP",9,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"GOBP_CYTOPLASM_ORGANIZATION","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION","GOBP",57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","GOBP",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS","GOBP",35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_SEQUESTERING_OF_NF_KAPPAB","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN","GOBP",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_TRANSLATION","GOBP",148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_TRANSLATIONAL_ELONGATION","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION","GOBP",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS","GOBP",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT","GOBP",196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_CYTOSKELETON_ORGANIZATION","GOBP",1468,0.04661354581673307,0.5000362187613183,1.306661746500171,0.4221399337361138,0.5683679762102937,1.0534326236040843,0.7053517739025857,0.8798256799207729,0.8652856049748384
"GOBP_CYTOSOLIC_CALCIUM_ION_TRANSPORT","GOBP",184,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"GOBP_CYTOSOLIC_TRANSPORT","GOBP",173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_D_AMINO_ACID_TRANSPORT","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_D_ASPARTATE_IMPORT_ACROSS_PLASMA_MEMBRANE","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DAMP_METABOLIC_PROCESS","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DCMP_CATABOLIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DE_NOVO_AMP_BIOSYNTHETIC_PROCESS","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DE_NOVO_CENTRIOLE_ASSEMBLY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DE_NOVO_NAD_BIOSYNTHETIC_PROCESS","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DE_NOVO_PROTEIN_FOLDING","GOBP",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DECIDUALIZATION","GOBP",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEDIFFERENTIATION","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEFENSE_RESPONSE","GOBP",1739,0.6208540630182421,0.8595684083689342,-0.8799418289083016,0.39015071110167693,0.5683679762102937,-1.0648451735429114,0.5857025133910178,0.8660763982473696,-0.8997273482504504
"GOBP_DEFENSE_RESPONSE_TO_BACTERIUM","GOBP",361,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"GOBP_DEFENSE_RESPONSE_TO_FUNGUS","GOBP",53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM","GOBP",90,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM","GOBP",107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM","GOBP",1116,0.5793145906012723,0.8595684083689342,-0.9114638717051675,0.7896735003796507,0.8663308002229702,0.7343392096799458,0.7850222042793702,0.8931155160456185,-0.7385119116474597
"GOBP_DEFENSE_RESPONSE_TO_SYMBIONT","GOBP",291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEFENSE_RESPONSE_TO_TUMOR_CELL","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEFINITIVE_ERYTHROCYTE_DIFFERENTIATION","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEFINITIVE_HEMOPOIESIS","GOBP",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEHYDROASCORBIC_ACID_TRANSPORT","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DELAMINATION","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEMETHYLATION","GOBP",74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITE_ARBORIZATION","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITE_DEVELOPMENT","GOBP",231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITE_EXTENSION","GOBP",36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITE_MORPHOGENESIS","GOBP",139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITE_SELF_AVOIDANCE","GOBP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_CELL_APOPTOTIC_PROCESS","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_CELL_CHEMOTAXIS","GOBP",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_CELL_CYTOKINE_PRODUCTION","GOBP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_CELL_DIFFERENTIATION","GOBP",49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_CELL_MIGRATION","GOBP",33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_SPINE_DEVELOPMENT","GOBP",91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_SPINE_MAINTENANCE","GOBP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_SPINE_MORPHOGENESIS","GOBP",58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENDRITIC_TRANSPORT","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENSE_CORE_GRANULE_TRANSPORT","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENTATE_GYRUS_DEVELOPMENT","GOBP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DENTINOGENESIS","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_CATABOLIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS","GOBP",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBOSE_PHOSPHATE_CATABOLIC_PROCESS","GOBP",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEOXYRIBOSE_PHOSPHATE_METABOLIC_PROCESS","GOBP",45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEPHOSPHORYLATION","GOBP",425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEPHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DEPYRIMIDINATION","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DERMATAN_SULFATE_BIOSYNTHETIC_PROCESS","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DERMATAN_SULFATE_METABOLIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DESMOSOME_ORGANIZATION","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_ABIOTIC_STIMULUS","GOBP",138,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_BACTERIAL_LIPOPROTEIN","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_BIOTIC_STIMULUS","GOBP",37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_CALCIUM_ION","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_CELL_DENSITY","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE","GOBP",48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS","GOBP",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_LIGHT_STIMULUS","GOBP",66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_LIGHT_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION","GOBP",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_MECHANICAL_STIMULUS","GOBP",51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION","GOBP",33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_MUSCLE_STRETCH","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_OTHER_ORGANISM","GOBP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_STIMULUS","GOBP",675,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION","GOBP",547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN","GOBP",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_TEMPERATURE_STIMULUS","GOBP",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION","GOBP",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_VIRUS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETECTION_OF_VISIBLE_LIGHT","GOBP",51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETERMINATION_OF_ADULT_LIFESPAN","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETERMINATION_OF_DIGESTIVE_TRACT_LEFT_RIGHT_ASYMMETRY","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETERMINATION_OF_DORSAL_VENTRAL_ASYMMETRY","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETERMINATION_OF_PANCREATIC_LEFT_RIGHT_ASYMMETRY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETOXIFICATION","GOBP",150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_DETOXIFICATION_OF_COPPER_ION","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
